sbe	entry-index	full-tr
MRB3010.SBE	14	벌써 정오입니까? 세상에, 정말이군요.
MRB3010.SBE	15	그럼 식당칸에서 뵙게 될지도 모르겠군요.
MRB3101.SBE	0	왜 그 영국인과 같은 객실을 써야 하는지 모르겠어요.
MRB3101.SBE	1	다른 데 배정하면 될 걸요?
MRB3101.SBE	2	내 직업에서는 스스로를
MRB3101.SBE	3	열악한 생활 환경에 익숙하게 해야 하오.
MRB3101.SBE	4	그래서 프랑수아와 내가 아바단에 가는 거예요...
MRB3101.SBE	5	당신에게 제대로 된 보금자리를 마련하려고요. 사막에서 석유를 찾겠다니!
MRB3101.SBE	6	빌프랑슈에 그대로 사는 게 뭐가 문제였나요? 당신 직장도 좋았고,
MRB3101.SBE	7	우리 작은 집도 너무 좋았잖아요! 정원도 이제 꽃피기 시작했는데.
MRB3101.SBE	8	아바단에도 정원이 있겠죠?
MRB3101.SBE	9	사막은 정원으로 유명하진 않소. 하지만 석유가 있지.
MRB3101.SBE	10	그 석유가 다 떨어지면요? 프랑수아는 사막 유목민처럼 거칠어질 거예요!
MRB3101.SBE	11	벌써 통제가 안 되잖아요. 바닥을 기어다니며 더러운 것만 주워대고.
MRB3101.SBE	12	엄마, 창밖 봐, 묘지야.
MRB3101.SBE	13	바닥은 딱정벌레를 찾기 좋은 자연스러운 장소지.
MRB3101.SBE	14	아! 당신과는 말이 안 통해요.
MRB3102.SBE	0	개 소동도 모자라 이제 바이올린까지.
MRB3102.SBE	1	정말 너무해요. 차장에게 한마디 해야겠어요.
MRB3102.SBE	2	저 뚱뚱한 아저씨랑 같이 앉은 그 여자야? 난 예쁘다고 생각해.
MRB3102.SBE	3	프랑수아, 밥 먹어.
NANCY.SBE	0	낭시 오전 12:08
POL1043A.SBE	0	감사합니다, 선생님. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043B.SBE	0	감사합니다, 선생님. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043B.SBE	1	좋은 저녁입니다.
POL1043C.SBE	0	감사합니다, 선생님. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043D.SBE	0	감사합니다, 선생님. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043E.SBE	0	감사합니다, 마담. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043E.SBE	1	좋은 저녁입니다.
POL1043F.SBE	0	감사합니다, 마담. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043G.SBE	0	감사합니다, 마담. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043G.SBE	1	천만에요.
POL1043H.SBE	0	감사합니다, 아가씨. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1043J.SBE	0	감사합니다, 아가씨. 좋은 저녁 되십시오. 번거롭게 해드려 죄송합니다.
POL1044A.SBE	0	좋은 저녁입니다. 경찰입니다. 문 열어주십시오.
POL1044B.SBE	0	좋은 저녁입니다. 경찰입니다. 문 열어주십시오.
POL1045A.SBE	0	경찰입니다, 선생님.
POL1045B.SBE	0	잠시만요...
POL1045B.SBE	1	들어오십시오.
POL1045C.SBE	0	잠깐만요.
POL1045C.SBE	1	무슈, 경찰입니다. 문 여십시오.
POL1045D.SBE	0	- 예? 누구죠? - 경찰입니다, 무슈.
POL1045E.SBE	0	잠깐만요!
POL1045E.SBE	1	경찰입니다, 마담.
POL1045G.SBE	0	누구죠?
POL1045G.SBE	1	경찰입니다, 마담.
POL1045G.SBE	2	경찰이라고요?
POL1045G.SBE	3	잠시만요.
POL1045G.SBE	4	들어오세요!
POL1045H.SBE	0	누구죠?
POL1045H.SBE	1	경찰입니다, 무슈.
POL1045H.SBE	2	잠시만요.
POL1045H.SBE	3	들어오시오!
POL1045J.SBE	0	잠깐만요.
POL1045J.SBE	1	들어오세요.
POL1046.SBE	0	좋은 저녁입니다, 선생님. 문 열어주십시오.
POL1046A.SBE	0	무슈, 경찰입니다. 문 여십시오.
POL1046B.SBE	0	- 무슨 일입니까? - 경찰입니다, 무슈.
POL1101.SBE	0	신사 여러분, 지연 중입니다. 지금 즉시 출발해야 합니다. 안녕히 계십시오.
POL1101.SBE	1	잠깐. 원래 승객이 24명이어야 하는데 23명만 확인됐소.
POL1101.SBE	2	한 명이 사라졌소!
POL1101.SBE	3	유감입니다만, 오리엔트 특급은 정시 운행을 지켜야 합니다.
POL1101.SBE	4	지금 내리시든지, 아니면 샬롱까지 동행하시든지 선택하십시오.
POZSONY.SBE	0	포조니 오후 8:08
REB1012.SBE	0	프랑스인들은 참 우스워.
REB1012.SBE	1	카이요 부인이 무슨 국민 영웅이라도 된 분위기야.
REB1012.SBE	2	별 볼 일 없는 여자가 어느새
REB1012.SBE	3	남편에게 눌려 살던 존재에서 열정적인 복수자로 변신했잖아.
REB1012.SBE	4	중산층이 역사를 쓰기 시작하면 큰일이야.
REB1012.SBE	5	딱 귀족 아가씨가 할 법한 말이네.
REB1012.SBE	6	그만해. 너도 아까 카이요 부인이 마담 보바리 같다고 했잖아.
REB1012.SBE	7	중요한 건, 그 여자가 행동했다는 거야.
REB1012.SBE	8	오히려 마담 보바리와는 정반대지.
REB1012.SBE	9	내 눈엔 오히려 잔 다르크에 더 가까워.
REB1012.SBE	10	그 잔 다르크를 영국이 화형에 처했지...
REB1012.SBE	11	꼭 그 얘기를 꺼내야 해?
REB1012.SBE	12	실제로 그랬는걸...
REB1012.SBE	13	내가 카이요 부인 사건에서 흥미로운 건
REB1012.SBE	14	프랑스식 스캔들이 영국식과 전개가 아주 다르다는 점이야.
REB1012.SBE	15	드레퓌스 사건도 그렇고. 영국에서 유대인 장교가...
REB1013.SBE	0	방금 들어온 저 잘생긴 남자 좀 봐.
REB1013.SBE	1	소피!
REB1013.SBE	2	걱정 마, 못 알아들어. 미국인이잖아.
REB1013.SBE	3	쳐다보지만 않으면 자길 말하는 줄 절대 몰라.
REB1013.SBE	4	맙소사.
REB1013.SBE	5	인상적이지 않아? 방금 바깥에서 들어온 사람 같아,
REB1013.SBE	6	전혀 유럽인답지 않게.
REB1013.SBE	7	재킷은 풀어헤치고, 머리는 헝클어져 있고...
REB1013.SBE	8	솔직히 씻긴 해야겠어.
REB1013.SBE	9	그건 맞아.
REB1013.SBE	10	들어봐, 사소한 디테일에 관심이 없으면
REB1013.SBE	11	절대 대작가는 못 돼.
REB1013.SBE	12	저 쓸쓸한 눈 좀 봐. 소설 주인공 모델로 딱이야.
REB1015.SBE	0	가자, 돌아가자.
REB1015.SBE	1	저녁 안 먹을 거야?
REB1015.SBE	2	당연히 지금은 아니지, 호화 열차에선 그렇게 안 해.
REB1015.SBE	3	아직 여덟 시야. 두 번째 서빙을 기다려야 해.
REB1015.SBE	4	지금 먹으면 그다음엔 할 일이 없어져. 저 안에 누가 들어갔는지 봐.
REB1015.SBE	5	늙고 까다로운 사람들뿐이야. 날 믿어.
REB1039.SBE	0	누구죠?
REB1039A.SBE	0	누구죠?
REB1106.SBE	0	실례합니다.
REB1106A.SBE	0	실례합니다.
REB1198.SBE	0	마드무아젤, 좋아하시는 자리를 따로 비워 두었습니다.
REB1198.SBE	1	오늘 밤 매력적인 친구분과 함께 오시다니 영광입니다.
REB1198.SBE	2	이렇게 아름다운 젊은 숙녀 두 분을 한자리에서 본 적이 없습니다.
REB1198.SBE	3	두 분이야말로 오리엔트 특급의 여왕입니다.
REB1198.SBE	4	고마워요, 파스칼.
REB1199.SBE	0	저 사람, 말이 좀 과하지 않아?
REB1199.SBE	1	파스칼? 아, 저 사람은 누구에게나 저렇게 말해.
REB1199A.SBE	0	오늘 밤 넌 정말 너무 예뻐.
REB1199A.SBE	1	소피, 부끄럽게 왜 그래.
REB1199A.SBE	2	왜? 사실이잖아. 못 믿겠어?
REB1199A.SBE	3	돌아서서 저 미국인에게 네가 예쁜지 물어봐.
REB1199A.SBE	4	분명 내 말에 동의할걸.
REB1199B.SBE	0	소피!
REB1199B.SBE	1	미안, 깜빡했네. 저런 타입은 네 취향이 아니지.
REB1199B.SBE	2	저 사람이 널 좋아하든 말든 넌 신경도 안 쓰겠지.
REB1199B.SBE	3	그럼 내 뒤의 빨간 옷 여자에게 물어볼까.
REB1199B.SBE	4	정말 눈부시지 않아?
REB1199B.SBE	5	키 크고, 가늘고, 슬픔에 잠겨 있고, 저 장엄한 고통이라니...
REB1199C.SBE	0	소피! 다 들리잖아.
REB1199C.SBE	1	그래서? 그게 우리한테 무슨 상관인데?
REB1199C.SBE	2	집에서 하던 걱정을 똑같이 할 거면 왜 여행을 하겠어?
REB1199C.SBE	3	넌 자유로워. 아직 그걸 모를 뿐이야.
REB1199C.SBE	4	넌 뭐든 너무 쉽게 말해.
REB1199C.SBE	5	내가 이 열차에 오르기까지 얼마나 힘들었는지 알기나 해?
REB1200A.SBE	0	그런 답은 새롭지 않아, 소피. 러시아 전역이 반란에 휩싸일지도 몰라.
REB1200A.SBE	1	섬에서 한 달만 지내면 그런 생각은 안 나게 될 거야.
REB1200A.SBE	2	있지, 거기 도착하면 희곡 하나 써보는 거 어때?
REB1200A.SBE	3	정말 훌륭할 수도 있어.
REB1200A.SBE	4	레지널드를 다룬 것처럼, 네 재치 있는 짧은 작품 말이야.
REB1200A.SBE	5	난 아리아드네, 넌 테세우스, 조세핀은 미노타우로스로 하자.
REB1200A.SBE	6	다만 네가 워낙 고집이 세니 그 역할은 네가 맡아야 할지도.
REB1200A.SBE	7	조세핀...
REB1200A.SBE	8	아, 그래. 내가 말 안 했나?
REB1200A.SBE	9	막판에 편지를 보내선 꼭 오겠다고 아주 강하게 밀어붙였어.
REB1200A.SBE	10	뭐든 빠지는 걸 못 참는 애잖아.
REB1200A.SBE	11	그런 표정 짓지 마! 당연히 너랑 나는 같이 있을 거야.
REB1200A.SBE	12	그렇다고 우리 둘이 하루 종일 노을만 바라볼 순 없잖아.
REB1205.SBE	0	심심해.
REB1205.SBE	1	살롱으로 나갈까?
REB1205.SBE	2	잠깐만.
REB1205.SBE	3	여행 와서 할 거라곤 수첩에 글 쓰는 것뿐이면 왜 온 건지 모르겠어.
REB1205.SBE	4	그건 집에서도 할 수 있잖아.
REB1205.SBE	5	고마워, 소피. 여행과 글쓰기에 대한 참 심오한 통찰이네.
REB1205.SBE	6	조세핀 때문에 화난 거지, 그렇지?
REB1205.SBE	7	네 맘대로 사람들 다 불러. 난 상관없어.
REB1205.SBE	8	네가 거기 있다는 걸 알면 어차피 다 섬으로 올 테니까.
REB1205.SBE	9	그게 네 공책에 쓰던 내용이야? 어디 좀 보자.
REB1205.SBE	10	내가 뭘 쓰는지 엿보려면 내가 없을 때 해야 할 거야.
REB1205.SBE	11	네가 뭘 쓰든 난 관심 없어.
REB1205.SBE	12	네 마음대로 해. 난 살롱에 갈래.
REB2001.SBE	0	아침 내내 뭘 쓰고 있었어?
REB2001.SBE	1	그냥 일기.
REB2001.SBE	2	너무 오래 쓰길래 소설인 줄 알았지.
REB2001.SBE	3	언제 읽어볼 수 있어?
REB2001.SBE	4	내 일기를 읽고 싶다고?
REB2001.SBE	5	당연하지. 비밀이라면 몰라도.
REB2001.SBE	6	그게... 음... 사실 좀 비밀이야.
REB2001.SBE	7	누가 읽게 해달란 건 처음이라 뭐라 해야 할지 모르겠네.
REB2001.SBE	8	농담이야. 네 표정 보려고 그랬지.
REB2001.SBE	9	정말... 소피.
REB2001.SBE	10	너 아까 정말 웃겼어.
REB2001.SBE	11	내가 돈 빌려달라는 줄 알았겠다.
REB3000.SBE	0	여긴 정말 사람이 하나도 없네.
REB3000.SBE	1	그야 당연하지.
REB3001.SBE	0	아, 숙녀분들. 뵙게 되어 정말 반갑습니다!
REB3001.SBE	1	두 분 자리는 그대로 비워 두었습니다.
REB3001.SBE	2	고마워요.
REB3001.SBE	3	아십니까, 두 분이 안 계시니 정말 허전했습니다.
REB3001.SBE	4	두 분이 없으면 오리엔트 특급도 그저 평범한 열차일 뿐입니다.
REB3001.SBE	5	고마워요, 파스칼.
REB3002.SBE	0	나 정말 배고파 죽겠어.
REB3002.SBE	1	레베카, 늦게 먹는 데 익숙해져야 해.
REB3002.SBE	2	섬에서는 점심을 세 시 전에 먹지 않아.
REB3002.SBE	3	낮에는 꽤 덥거든.
REB3002.SBE	4	열두 시에서 세 시 사이엔 낮잠 말고 할 일이 없어.
REB3002.SBE	5	마을에 솜씨 좋은 여자가 하나 있는데
REB3002.SBE	6	네 머리를 해줄 거야. 난 네가 좀 느슨한 스타일이 어울린다고 봐...
REB3002.SBE	7	예를 들면 컬 같은 거.
REB3002.SBE	8	컬은 싫어.
REB3002.SBE	9	아, 하지만 자기야, 우리의 목표는 널 새롭게 바꾸는 거였잖아?
REB3002.SBE	10	바다에서 불어오는 따뜻한 바람이 네 영혼을 바꿔줄 거야.
REB3002.SBE	11	잘 들어봐. 더위가 가라앉으면 황금빛 오후 햇살이 내려오고,
REB3002.SBE	12	바다는 짙은 남청색과 검은빛으로 변해.
REB3002.SBE	13	우린 올리브와 집에서 구운 빵을 먹고,
REB3002.SBE	14	기억이 맞다면 요리사가 양고기 요리를 아주 잘해.
REB3002.SBE	15	그리고 사포와 그 연인처럼 절벽길을 걷는 거야,
REB3002.SBE	16	얇고 하늘거리는 옷을 입고 해지는 걸 바라보면서.
REB3002.SBE	17	그 뒤로 조세핀, 빅토리아, 프란체스카도 따라오겠지? 그들도 하늘거리는 옷 차림으로?
REB3002.SBE	18	왜 안 돼? 두고 봐, 섬에선 다들 금세 가까워져.
REB3002.SBE	19	빅토리아는 정말 거부할 수가 없어.
REB3002.SBE	20	지난여름엔 큰 게으른 주황 고양이처럼 하루 종일 빈둥거렸지,
REB3002.SBE	21	자고, 쓰다듬어 주기만 기다리면서.
REB3002.SBE	22	난 너랑 같이 있으려고 온 거야, 소피.
REB3002.SBE	23	조세핀과 그 기생충 무리 때문이 아니라고.
REB3002.SBE	24	물론이지! 하지만 프란체스카가 마르벨라에 정말 매력적인 작은 집을 갖고 있잖아.
REB3002.SBE	25	레베카, 모든 걸 그렇게 심각하게 받아들이면 안 돼.
REB3002.SBE	26	노력하고 있어.
REB3002.SBE	27	좋아. 이제 화제를 바꾸자. 예를 들면 네 옷.
REB3002.SBE	28	내 옷?
REB3002.SBE	29	그래. 이제 영국을 벗어났으니 새 이미지가 필요해.
REB3004.SBE	0	지금 당장 섬에 있었으면 좋겠어. 이 중간 시간이 너무 싫어.
REB3004.SBE	1	난 이런 중간 시간이 좋아. 제대로 생각할 수 있는 유일한 시간이거든.
REB3005.SBE	0	이 왕자라는 사람, 대체 누구인지 알고 싶어.
REB3005.SBE	1	난 그가 무슨 왕자라고도 생각 안 해.
REB3005.SBE	2	모든 게 너무 수상쩍어.
REB3005.SBE	3	왜 우리만 초대하고 마담 부타렐은 안 불렀을까?
REB3005.SBE	4	아주 간단해, 속물이니까.
REB3005.SBE	5	그 사람은 나를 아는 게 아니라 내 성, 드 브레퇴유만 아는 거야.
REB3005.SBE	6	스스로 격을 높이려고 가장 귀족적인 사람을 초대한 거지.
REB3005.SBE	7	그래서 부타렐 같은 쁘띠 부르주아는 초대하지 않는 거고.
REB3005.SBE	8	그러면서 알지도 못하는 오볼렌스키 백작은 초대하잖아.
REB3005.SBE	9	그럼 우리도 수락하지 말아야 한다는 뜻이야?
REB3005.SBE	10	왜 안 돼? 마담 부타렐 이야기 듣는 것보단 덜 지루하겠지.
REB3005.SBE	11	오늘 아침 그 여자가 내게 뭐라 했는지 말해줬나?
REB3005.SBE	12	듣자니 그녀와 남편이 한 객실을 쓰지 않는 이유가
REB3005.SBE	13	그 집 꼬마 프랑수아 때문이라나...
REB3007.SBE	0	실례합니다.
REB3007.SBE	1	다시 오는 거지?
REB3007.SBE	2	응, 금방 돌아올게.
REB3007.SBE	3	좋아, 기다리고 있을게.
REB3008.SBE	0	꽤 오래 자리를 비웠네.
REB3008.SBE	1	그랬어? 미안해. 엄청 지루했어?
REB3008.SBE	2	응!
REB3008.SBE	3	내가 마담 부타렐에게 연주회 얘길 했더니 완전히 격분하더라.
REB3010.SBE	0	넌 지금 그런 말 쉽게 하지. 난 이제 돌아갈 곳조차 없는데.
REB3010.SBE	1	그건 내 잘못이 아니야.
REB3010.SBE	2	런던에선 그런 말 안 했잖아.
REB3010.SBE	3	런던은 런던이고, 여긴 여기야!
REB3010.SBE	4	왜 어떤 날은 그렇고 어떤 날은 아닌지 나도 몰라.
REB3010.SBE	5	하지만 아닌 걸 그렇다고 꾸미진 않을 거야.
REB3010.SBE	6	난 너랑 달라.
REB3010.SBE	7	사람 마음이 그렇게 빨리 바뀔 순 없어.
REB3010.SBE	8	내 마음은 그래.
REB3010.SBE	9	사람을 네 장난감처럼 다루면 안 돼.
REB3010.SBE	10	그엔 대가가 따르는 법이야.
REB3010.SBE	11	이 여행을 오려고 난 많은 걸 포기했어.
REB3010.SBE	12	네가 뭘 포기했는지는 내게 중요하지 않아, 그런 건 아무것도 아니야.
REB3010.SBE	13	네가 내게 주는 것, 네가 내게 느끼게 하는 것, 그게 중요해.
REB3010.SBE	14	넌 내게 기회조차 안 줘.
REB3010.SBE	15	넌 늘 희생, 결과, 의무 같은 얘기만 하잖아...
REB3010.SBE	16	난 그런 거 하나도 신경 안 써.
REB3010.SBE	17	그런 짐이 필요했으면 차라리 필리프랑 결혼했지.
REB3010.SBE	18	최소한 그쪽은 얻는 게라도 있었을 테니까.
REB4001.SBE	0	숙녀분들, 다시 뵈니 정말 반갑습니다.
REB4001.SBE	1	늘 그렇듯 두 분 자리가 기다리고 있습니다.
REB4001.SBE	2	이쪽으로 오십시오.
REB4001.SBE	3	오늘 저녁 식사는 평소보다 덜 형편없습니다.
REB4001.SBE	4	두 분의 훌륭한 미각을 거스르지 않기를 바라지요.
REB4001.SBE	5	고마워요, 파스칼.
REB4004.SBE	0	샬럿이 그런 삶을 일부러 선택했다는 건 도저히 상상이 안 돼.
REB4004.SBE	1	앤이 그렇게 고생한 걸 보고도 말이야.
REB4004.SBE	2	앤도 아주 나쁘진 않아. 본인은 본인대로 즐기고 남편도 남편대로 즐기잖아,
REB4004.SBE	3	둘 다에게 꽤 괜찮게 굴러간 셈이지.
REB4004.SBE	4	샬럿도 마찬가지고.
REB4004.SBE	5	그런 걸 농담으로 하지 마, 너무 끔찍해.
REB4004.SBE	6	아니, 난 농담이 아니야. 나도 결혼할 생각이야,
REB4004.SBE	7	알맞은 기회가 오면.
REB4004.SBE	8	너도 그렇게 하는 게 좋지.
REB4004.SBE	9	난 절대 결혼 안 해.
REB4004.SBE	10	그렇게 극적으로 굴지 마.
REB4004.SBE	11	지금 당장 그렇게 복잡한 걸 하라는 뜻은 아니야,
REB4004.SBE	12	아직 즐길 일이 너무 많거든.
REB4004.SBE	13	앞으로 2~3년은 충분히 젊고 아름다울 거야.
REB4004.SBE	14	오히려 1~2년 뒤가 더 아름다울지도 몰라,
REB4004.SBE	15	어색함이 빠지고 옷 입는 법을 익히면 말이야.
REB4004.SBE	16	하지만 그 뒤에 노처녀로 무슨 재미를 누리겠어?
REB5001.SBE	0	대답해야 할까?
REB5001.SBE	1	응. 누구죠?
REB5010.SBE	0	아, 다행이에요. 여기 계셨네요. 무슨 일인지 말씀해 주실래요?
REB5010.SBE	1	죄송합니다, 마담. 저도 아는 게 거의 없습니다.
REB5010.SBE	2	열차장님이 모든 승객께 객실에 머물라고 지시했습니다.
REB5010.SBE	3	열차를 멈출 수 있을 때까지요.
REB5010.SBE	4	그 도적들은 대체 누구예요?
REB5010.SBE	5	아무도 무슨 일인지 말해주질 않아요.
REB5010.SBE	6	왜 지금 당장 열차를 못 멈추는 거죠?
REB5010.SBE	7	죄송합니다, 아가씨. 저희가 더는 상황을 통제하지 못하고 있습니다.
REB5010.SBE	8	불행히도 도적들이 객차와 기관차 사이 연결을 끊어놔서,
REB5010.SBE	9	현재로선 열차를 멈출 방법이 없습니다.
REB5010.SBE	10	뭐라고 하는 거야?
REB5010.SBE	11	열차를 못 세운대.
REB5010.SBE	12	지금 계신 곳에만 계시면, 마담, 분명 괜찮을 겁니다.
REB5010.SBE	13	다만 충격이 생길 경우엔
REB5010.SBE	14	객실에 계시는 편이 훨씬 안전합니다.
REB5010.SBE	15	충격이라니? 그게 무슨 뜻이죠, 충격이라니?
REB5010.SBE	16	죄송합니다, 마담. 이곳에 계셔 주십시오. 저희가 할 수 있는 건 그뿐입니다.
REB6969.SBE	0	심심해. 살롱으로 나갈까?
REB6969.SBE	1	잠깐만.
REB6969.SBE	2	오늘 밤 넌 정말 예뻐.
REB6969.SBE	3	소피, 부끄럽게 왜 그래.
REB6969.SBE	4	소피... 다 들려...
REB6969.SBE	5	그래서?
REB6969.SBE	6	난 흡연칸에 잠깐 다녀올래.
REB6969.SBE	7	나 정말 배고파.
SALZBURG.SBE	0	잘츠부르크 오후 12:45
SOP1039.SBE	0	네, 누구죠?
SOP1039A.SBE	0	누구죠?
SOP1105.SBE	0	네?
SOP1105A.SBE	0	실례합니다, 무슈.
SOP1105B.SBE	0	실례합니다, 무슈.
SOP1105C.SBE	0	실례합니다, 마담.
SOP1105D.SBE	0	실례합니다, 마담.
SOP3008.SBE	0	실례합니다. 불 좀 있으세요?
SOP3008.SBE	1	영어는 못 합니다, 선생님.
STRASBOU.SBE	0	스트라스부르 오전 3:36
TAT1066.SBE	0	좋은 저녁입니다, 각하.
TAT1066.SBE	1	마드무아젤, 모든 것이 마음에 드셨습니까?
TAT1066.SBE	2	네, 감사합니다.
TAT1066.SBE	3	각하께서 허락하신다면,
TAT1066.SBE	4	이렇게 사랑스러운 손녀분과 함께 자리해 주신 것만으로도 과분한 영광입니다.
TAT1066.SBE	5	제가 모시기엔 너무 분에 넘칩니다.
TAT1066.SBE	6	너그러이 봐주셔서 감사합니다. 더는 방해하지 않겠습니다.
TAT1066.SBE	7	마드무아젤.
TAT1069A.SBE	0	우리 교회의 계율을 모두 지켰느냐?
TAT1069A.SBE	1	네, 할아버지.
TAT1069B.SBE	0	이 요리가 마음에 드느냐?
TAT1069B.SBE	1	네.
TAT1069B.SBE	2	아주 훌륭한 요리라고 생각해요.
TAT1069B.SBE	3	기분이 좋아 보이는구나.
TAT1070.SBE	0	저녁 다 드셨어요? 이제 가도 될까요?
TAT1070.SBE	1	제가 부축해드릴게요.
TAT1070.SBE	2	조심하세요.
TAT1070.SBE	3	자, 됐어요.
TAT1071.SBE	0	조심히요, 할아버지. 지나가실 수 있겠어요?
TAT1071.SBE	1	천천히요.
TAT1071A.SBE	0	어머, 저것 좀 보세요, 할아버지!
TAT1071A.SBE	1	침대를 다 정리해 두었어요.
TAT1071A.SBE	2	많이 피곤하시겠죠.
TAT1071A.SBE	3	어서 누워 쉬세요.
TAT1102A.SBE	0	실례합니다.
TAT1102B.SBE	0	실례합니다.
TAT1133A.SBE	0	누구죠?
TAT1133B.SBE	0	예? 누구죠?
TAT2116.SBE	0	알면 기뻐하겠군요.
TAT2116.SBE	1	당신이 우리 할아버지를 모욕한 뒤로,
TAT2116.SBE	2	발작이 오셨어요.
TAT2116.SBE	3	노인을 그렇게 괴롭혀 놓고도 뿌듯하겠죠?
TAT2116.SBE	4	바실리 알렉산드로비치가 괴로운 건 본인의 죄책감 때문이오.
TAT2116.SBE	5	난 진실만 말했을 뿐이오.
TAT2116.SBE	6	감히!
TAT2116.SBE	7	미스 타티아나, 당신은 자기 계급의 오만함을 그대로 가졌군.
TAT2116.SBE	8	당신도 같은 계급이잖아요!
TAT2116.SBE	9	나라고? 전혀.
TAT2116.SBE	10	어쨌든 그건 중요하지 않소.
TAT2116.SBE	11	난 계급 없는 사회를 만들기 위해 인생을 바쳤소.
TAT2116.SBE	12	그럼 할아버지 말이 사실이네요.
TAT2116.SBE	13	당신, 자유주의자군요!
TAT2116.SBE	14	파리에서 4년이나 지냈으니 뭔가 배웠길 바랐소.
TAT2116.SBE	15	하지만 물론, 부르주아 체제의
TAT2116.SBE	16	결혼 시장에 내놓을 여자를 길러내는 교육이
TAT2116.SBE	17	생각이라 부를 만한 건 뭐든 접하지 못하게 했겠지.
TAT2116.SBE	18	알렉세이, 왜 나한테 이렇게 말해?
TAT2116.SBE	19	우리 예전에 강가에서 매일 같이 놀았잖아. 기억 안 나?
TAT2116.SBE	20	기억하지.
TAT2116.SBE	21	하지만 그 시절은 더는 없어.
TAT2116A.SBE	0	안녕하세요.
TAT3160A.SBE	0	여전히 대담하군, 보아하니.
TAT3160A.SBE	1	남자처럼 체스를 두는 아가씨라.
TAT3160A.SBE	2	네 차례야.
TAT3160B.SBE	0	놀랍군. 네 할아버지다운 수작이야.
TAT3160B.SBE	1	왜 자꾸 제 할아버지를 들먹이죠?
TAT3160B.SBE	2	지금 당신이 상대하는 건 저예요, 할아버지가 아니라.
TAT3160B.SBE	3	그래, 그가 널 잘 가르쳤지.
TAT3160B.SBE	4	그 뒤로는 다른 스승들도 있었습니다, 알렉세이 세르게예비치.
TAT3160B.SBE	5	저도 이제 어린아이가 아니에요.
TAT3160B.SBE	6	그래, 아니지.
TAT3160C.SBE	0	확실해요?
TAT3160C.SBE	1	확실해.
TAT3160C.SBE	2	정말 확실해요?
TAT3160C.SBE	3	물론.
TAT3160C.SBE	4	네가 원한다면 그렇게 하지.
TAT3160C.SBE	5	이걸로 우리도 비긴 셈이군.
TAT3160C.SBE	6	그런 비열한 수로 이겨 놓고 부끄럽지도 않아요!
TAT3160C.SBE	7	전형적인 여자 반응이군.
TAT3160C.SBE	8	한 판 더!
TAT3160D.SBE	0	아가씨, 수를 두시죠.
TAT3160D.SBE	1	체크메이트.
TAT3160D.SBE	2	여자에게 그렇게 쉽게 지고도 부끄럽지 않아요?
TAT3160D.SBE	3	나이트만 안 움직였으면 내가 쉽게 이겼지.
TAT3160D.SBE	4	어떻게요?
TAT3160E.SBE	0	도대체 왜 대학을 그만둔 거예요?
TAT3160E.SBE	1	집에서 얼마나 난리가 났는지 상상도 못 할걸.
TAT3160E.SBE	2	대학에선 말만 늘어놓을 뿐이야.
TAT3160E.SBE	3	말로는 아무것도 바뀌지 않아.
TAT3160E.SBE	4	말은 교회 종소리처럼 공중에 흩어질 뿐이지.
TAT3160E.SBE	5	행동 하나가 전단 천 장보다 더 강한 선전이야.
TAT3160E.SBE	6	말은 그럴듯하네요. 당신 차례예요.
TAT3160F.SBE	0	당신 말로는 세상 모든 게 다 잘못됐죠!
TAT3160F.SBE	1	당신은 부수는 것밖에 할 줄 모르고요.
TAT3160F.SBE	2	네 할아버지 같은 인간들이 수백만 러시아인의 생사를 쥐고 있으면
TAT3160F.SBE	3	누군가는 그들을 끌어내려야 해.
TAT3160F.SBE	4	정말 기가 막히네요. 당신은 우리 할아버지에게 집착하고 있어요!
TAT3160F.SBE	5	우리 할아버지가 당신에게 뭘 했길래 그렇게 증오하죠?
TAT3160F.SBE	6	그가 러시아에 저지른 일 때문이지.
TAT3160F.SBE	7	우리 모두에게 말이야.
TAT3160F.SBE	8	지난겨울 리트보프에서 무슨 일이 있었는지 기억하나?
TAT3160G.SBE	0	정당 운운하는 건 지배계급이 벌이는 꼭두각시극일 뿐이야.
TAT3160G.SBE	1	모든 정부는 노예제와 같아. 어떤 체제든 다를 게 없어.
TAT3160G.SBE	2	네 차례야.
TAT3160G.SBE	3	모든 걸 다 무너뜨린 다음에
TAT3160G.SBE	4	그 자리에 뭘 세울지는 생각해 봤겠지?
TAT3160G.SBE	5	폭정 대신 다른 걸 세울 필요는 없어.
TAT3160G.SBE	6	사유재산이 폐지되면 모두가 자유롭고 평등해질 거야.
TAT3160G.SBE	7	새롭고 평화로운 사회는 자연히 자리 잡게 돼.
TAT3160G.SBE	8	여전히 네 차례야.
